criticalRate,death,deathRate,confCaseRate,createDt,confCase,gubun
0.29,140,5.86,16.92,2021-09-17,47699,50-59
0.16,2904,11.84,10.13,2022-06-29,1859623,60-69
1.4,13,24.07,12.37,2020-03-10,929,60-69
0,37,0.11,10.15,2023-02-27,3096527,0-9
0.3,198,5.76,15.11,2021-11-26,65415,50-59
0,0,0,54.03,2023-08-27,18598063,Female
0,74,0.25,14.68,2022-11-14,3849993,20-29
0.01,14,0.22,15.22,2022-01-20,108474,20-29
0.01,173,1.32,15.46,2022-03-22,1536352,40-49
0.12,14381,48.96,46.67,2022-11-06,12057716,Male
0,34,0.11,10.75,2022-11-24,2878606,0-9
0.11,3987,11.36,11.06,2023-07-07,3577817,60-69
0,144,0.46,14.58,2022-12-21,4140671,30-39
0,0,0,7.12,2021-05-29,9930,10-19
0,63,0,15,2022-08-06,3044362,20-29
0.04,31,0.66,14.62,2021-12-19,82619,30-39
0.4,16,4.65,18.36,2020-09-09,3964,50-59
6.32,104,30.5,7.68,2020-09-08,1646,70-79
0.44,22,4.54,18.26,2020-11-10,5050,50-59
0.04,1146,4.16,12.7,2022-09-13,3060837,50-59
0,165,0.47,14.69,2023-08-07,4928466,30-39
0,10,0,13,2022-07-02,2406315,10-19
0,0,0,15.67,2021-01-10,10757,20-29
0.75,1506,50.76,53.13,2021-11-07,201857,Male
0.01,3,0.06,7.35,2021-12-22,42871,0-9
0,0,0,4.25,2021-04-02,4431,0-9
0.36,5,9.8,18.82,2020-03-09,1389,50-59
0,0,0,14.47,2023-09-02,5001095,20-29
0.17,2,0.82,10.73,2020-04-27,1152,30-39
1.66,558,49.6,48.96,2021-01-10,33609,Male
4.12,1625,27.39,5.99,2022-01-07,39394,70-79
0,80,0.23,14.57,2023-05-20,4592155,20-29
0.11,17341,50.74,53.69,2023-03-21,16490964,Female
1,20,62.5,37.48,2020-03-04,1997,Male
0.01,390,1.37,15.27,2022-10-04,3793090,40-49
1.01,283,12.99,12.28,2021-08-18,28089,60-69
0.03,8,0.39,14.31,2021-07-13,24375,30-39
0,0,0,1.86,2020-08-19,299,0-9
0.91,1100,49.95,51.33,2021-08-21,120496,Male
0,346,1,15,2022-08-10,3211236,40-49
0,18,0.06,12.7,2022-11-24,3401132,10-19
0.07,15,0.76,15.06,2021-06-01,21206,40-49
0,0,0,7.12,2021-05-20,9547,10-19
0.76,1650,50.86,52.97,2021-11-20,218386,Male
0,0,0,12.35,2023-08-05,4135285,10-19
0.61,5772,23.04,4.77,2022-07-31,943012,70-79
0,19,0.08,12.18,2022-05-02,2106467,0-9
0,13990,51,53,2022-09-09,12732921,Female
0.02,12,0.38,17.95,2021-11-17,72317,20-29
0,0,0,1.78,2020-08-11,261,0-9
0,0,0,4.57,2021-07-03,7284,0-9
1,366,14.33,11.15,2021-10-08,36564,60-69
2.43,161,52.96,45.58,2020-08-08,6638,Male
0.06,2,0.45,12.33,2020-10-18,3108,30-39
15.62,1292,49.6,2.46,2021-10-13,8273,80 over
0,0,0,1.3,2020-05-09,141,0-9
0.3,160,6.19,16.06,2021-10-11,53463,50-59
0,0,0,6.71,2021-02-12,5561,10-19
0,66,0.25,14.97,2022-08-24,3381063,20-29
0.1,18131,50.56,54.03,2023-08-31,18651993,Female
0,0,0,15.18,2023-07-15,4944893,40-49
7.18,152,32.76,7.98,2020-10-31,2116,70-79
0.01,12,0.25,15.44,2021-12-19,87243,20-29
0.46,7329,22.71,5.48,2023-01-02,1597415,70-79
0,0,0,1.28,2020-04-17,136,0-9
0.43,7960,22.69,5.73,2023-07-04,1849061,70-79
0.01,414,1.35,15.23,2022-12-01,4136635,40-49
0.04,21,0.83,15.9,2021-10-06,51423,30-39
0.16,3,1.01,13.41,2020-07-26,1897,40-49
1.51,196,46.56,53.79,2020-10-04,12959,Female
0.98,891,15.55,14.21,2022-01-03,91227,60-69
0,0,0,15.42,2021-01-22,11447,20-29
0.13,12176,51.36,53,2022-05-15,9424695,Female
0.43,19,4.52,18.55,2020-10-03,4456,50-59
0,131,0.47,14.62,2022-09-18,3565432,30-39
0,33,0,11,2022-09-28,2742690,0-9
0.09,2,0.64,12.57,2020-08-27,2352,30-39
0.27,69,3.52,18.4,2021-05-31,25822,50-59
0.21,3,1.3,13.27,2020-04-17,1411,40-49
1.56,226,47.38,53.27,2020-11-07,14533,Female
0,0,0,2.45,2020-10-10,602,0-9
0,0,0,4.5,2021-06-24,6894,0-9
0.82,1261,49.57,47.21,2021-10-07,153814,Female
2.02,247,53.46,46.57,2020-10-29,12235,Male
0.1,17500,50.73,53.74,2023-05-02,16763261,Female
0.12,15791,49.01,46.41,2023-01-01,13512429,Male
1.74,21283,59.75,3.6,2023-08-18,1226426,80 over
13.24,1624,50.06,2.97,2021-11-20,12264,80 over
0.13,2,0.7,11.86,2020-07-06,1558,30-39
0.09,1,1.49,14,2020-03-13,1117,40-49
0.12,3696,11.34,10.84,2023-01-08,3201213,60-69
0.8,1997,51.3,52.61,2021-12-06,251132,Male
0,0,0,5.55,2020-07-05,727,10-19
0.1,17864,50.66,53.92,2023-07-27,17816955,Female
0.11,14,0.86,14.37,2021-03-04,13107,40-49
0.13,11919,51.36,52.97,2022-05-06,9251684,Female
0.01,459,1.35,15.24,2023-02-25,4647338,40-49
0.82,1424,49.24,46.86,2021-11-03,173682,Female
0,6,0.06,12.17,2022-03-10,674427,0-9
2.68,13391,58.93,2.9,2022-04-29,498947,80 over
0.13,11338,51.48,52.93,2022-04-23,8907875,Female
0.45,7802,22.68,5.61,2023-04-20,1742796,70-79
0,4707,50,52,2022-03-09,2690373,Female
0.35,25,4.5,18.3,2020-12-09,7211,50-59
0,37,0.11,9.97,2023-05-22,3145280,0-9
1.31,186,11.49,15.58,2021-03-04,14216,60-69
0,65,0,15,2022-08-19,3298872,20-29
0.01,14,0,18,2022-02-15,264042,20-29
0,0,0,2.51,2020-10-21,638,0-9
0,14653,51,53,2022-10-10,13299731,Female
5.71,177,31.38,7.73,2020-12-10,3100,70-79
0,79,0.23,14.57,2023-02-07,4410647,20-29
0.12,3779,11.35,10.89,2023-01-26,3276404,60-69
0,0,0,15.12,2021-02-12,12522,20-29
